index,pmu_name,captured_at,soc,fracsec_raw,fracsec_count,lag_ms,raw_hex,raw_bytes
282,pmu-4,2026-09-07T04:58:34.4870578Z,1788757125,760000,760000,-11272.942,aa01005800016a9e4485000b98c00000426c0f09c0006f80426c017ebffedd06426c044ec0002535426bf28bc0013cbf426bf574c001060e426c03c4c0008bff4270039f3908cccd0000000000000000000000000008bfb7,88
283,pmu-5,2026-09-07T04:58:34.4870578Z,1788757126,280000,280000,-11792.942,aa01005800016a9e4486000445c0000042a6064e3f84123842a5f4ab3f8019ef42a608ae3f79fad142a5fef73f77e75542a609ef3f7c913642a5e9493f7d66f9427000b1b8980000000000000000000000000000000008b1,88
284,pmu-3,2026-09-07T04:58:34.4870578Z,1788757126,80000,80000,-11592.942,aa01005800016a9e44860001388000004294047bbe0f580d4294011ebdd304594293fdfbbe0319874293fa41bdfaaf7c42940f15bdd49ffb42940620be01a17742700865381d1eb8000000000000000000000000000e8a74,88
285,pmu-1,2026-09-07T04:58:34.4870578Z,1788757125,920000,920000,-11432.942,aa01005800016a9e4485000e09c0000042a601c13f81b9aa42a5febc3f7fa47442a600593f816bfd42a602443f7e989142a5fd893f85b93c42a614f93f7ca7ea426fffba39047ae100000000000000000000000000041044,88
286,pmu-5,2026-09-07T04:58:34.5366124Z,1788757126,300000,300000,-11763.388,aa01005800016a9e4486000493e0000042ac01ca3fb3142a42abf5773faf389a42ac060d3fae369242ac00f13faca77c42ac06d63fae818f42abebfd3fafd23a426ffd81b8828f5c0000000000000000000000000001e562,88
287,pmu-5,2026-09-07T04:58:34.5366124Z,1788757126,320000,320000,-11783.388,aa01005800016a9e44860004e200000042b2024e3fe4647d42b1f9a53fe0c02b42b2014a3fdf8ed642b205dd3fde05e942b204e43fddf2ab42b1f07e3fe137d5426ffd9b36051eb8000000000000000000000000000258a1,88
288,pmu-4,2026-09-07T04:58:34.5366124Z,1788757125,780000,780000,-11243.388,aa01005800016a9e4485000be6e000004278169abfd1a3c14277f82dbfce53254277ffccbfced3304277faa2bfd2af3e4277f35ebfd0e34942780743bfd12b2e426ffa00b9450a3d0000000000000000000000000009706b,88
289,pmu-2,2026-09-07T04:58:34.5366124Z,1788757126,200000,200000,-11663.388,aa01005800016a9e448600030d40000042940c48bde76a3a4293fda6be11b468429401e1bde8d8e44294073ebe1290b442940c55be1031c04293fab5bdf9980942700559b7de147b0000000000000000000000000004837f,88
290,pmu-3,2026-09-07T04:58:34.5366124Z,1788757126,100000,100000,-11563.388,aa01005800016a9e4486000186a000004299ffff3e73ef48429a00423e8dcafc4299fddd3e7586864299fb743e80f894429a10bd3e8e142a429a064b3e7d3c13426ffc33b979c28f000000000000000000000000000f7b9c,88
291,pmu-1,2026-09-07T04:58:34.5366124Z,1788757125,940000,940000,-11403.388,aa01005800016a9e4485000e57e0000042ac00773fb2bbd842abfccb3fb0fe3b42abfcae3fb154b942ac015c3fb059d842abfcda3fb5669642ac161c3faed1a7426fff5ab6f5c28f0000000000000000000000000005a375,88
292,pmu-3,2026-09-07T04:58:34.5366124Z,1788757126,120000,120000,-11583.388,aa01005800016a9e44860001d4c00000429ffc0f3f1f4eaa42a0045e3f26e800429ffa9d3f1fbe28429ffcfe3f21c62042a010da3f29cb8842a004bd3f1f717242700277390051ec0000000000000000000000000000b1cc,88
293,pmu-1,2026-09-07T04:58:34.5366124Z,1788757125,960000,960000,-11423.388,aa01005800016a9e4485000ea600000042b200753fe32b8542b2014e3fe0da4d42b1fa663fe1840f42b1fd843fe0290e42b1f91d3fe52ebd42b21a6b3fde76dd426fff663575c28f00000000000000000000000000064f59,88
294,pmu-4,2026-09-07T04:58:34.5366124Z,1788757125,800000,800000,-11263.388,aa01005800016a9e4485000c3500000042820844bfa201d34281ff30bf9f3c944281fcc1bf9f9b1a428201c4bfa26d114281fd90bfa1dbf042820628bfa06f2e426ffbaf3809eb85000000000000000000000000000a291f,88
295,pmu-2,2026-09-07T04:58:34.5372103Z,1788757126,220000,220000,-11682.790,aa01005800016a9e448600035b600000429a0fec3e8895704299fb9d3e6910244299fcf73e8b99f5429a078b3e74a8e6429a0c373e6b2dae4299fbca3e8633d7427009f238bc51ec00000000000000000000000000050330,88
296,pmu-5,2026-09-07T04:58:34.582108Z,1788757126,340000,340000,-11757.892,aa01005800016a9e448600053020000042b80091400a1d9c42b7f89e4008989542b802b5400783b942b803534007165a42b805154006dc3b42b7f04a4008afbe426ff965b8ac7ae10000000000000000000000000003b172,88
297,pmu-2,2026-09-07T04:58:34.5828405Z,1788757126,240000,240000,-11657.159,aa01005800016a9e44860003a980000042a00b1f3f26aa1542a000753f1c36d6429ffdc33f247a5b42a004cc3f1c00e242a00c9a3f1d674f429ffee73f22f94e427000e4b93970a40000000000000000000000000006ff8c,88
298,pmu-4,2026-09-07T04:58:34.5828405Z,1788757125,820000,820000,-11237.159,aa01005800016a9e4485000c8320000042880711bf6416814287fad7bf5ca5464287fbf6bf5c9aff42880359bf6523ca4287fc4bbf616ab64288072dbf5f5715426ffb4bb7000000000000000000000000000000000ba8fb,88
299,pmu-3,2026-09-07T04:58:34.5828405Z,1788757126,140000,140000,-11557.160,aa01005800016a9e4486000222e0000042a5f8fd3f7dec7142a603213f84a89a42a5f68e3f80210942a600b23f80275542a614c63f86364f42a605563f8063c842700a32391e51ec000000000000000000000000000135a3,88
300,pmu-1,2026-09-07T04:58:34.5828405Z,1788757125,980000,980000,-11397.160,aa01005800016a9e4485000ef420000042b800c64009e45242b8055240089db842b7f9444009436142b7faa84007de6442b7f594400ab6d942b81c724007247f426fff70354ccccd0000000000000000000000000007d33c,88
301,pmu-1,2026-09-07T04:58:34.5828405Z,1788757127,0,0,-12417.159,aa01005800016a9e448700000000000042bdfd784021ec4242be08bd40214f8342bdfbb24020dedd42bdffaa401fd22d42bdf7a04023587042be1bf8401f6451426fff8d36147ae10000000000000000000000000008902e,88
302,pmu-5,2026-09-07T04:58:34.6360347Z,1788757126,360000,360000,-11723.965,aa01005800016a9e448600057e40000042bdfd7640227cf842bdfc6e4021311342bdff71401f2c7f42be0594401f783642be0891401f654042bdede44020d4b3426ffbe1384b851f00000000000000000000000000047d8c,88
303,pmu-1,2026-09-07T04:58:34.6360347Z,1788757127,20000,20000,-12383.965,aa01005800016a9e448700004e20000042c3f93f4039f69842c4091d40393b8c42c3fb9a4038844c42c3fc2a4037862c42c3f842403b3edd42c417a84037aaba426ffc76b87d1eb800000000000000000000000000090e16,88
304,pmu-2,2026-09-07T04:58:34.6360347Z,1788757126,260000,260000,-11623.965,aa01005800016a9e44860003f7a0000042a60fda3f842abe42a6008f3f7a42cf42a5fa2c3f82b21d42a609523f7a407f42a608ad3f7c189b42a600963f80d6ae4270004bb743d70a00000000000000000000000000072b51,88
305,pmu-3,2026-09-07T04:58:34.6360347Z,1788757126,160000,160000,-11523.965,aa01005800016a9e448600027100000042abf6cf3faebd3642ac05033fb47acb42abf4803fb0b10842ac01e13faffcf742ac17ec3fb714d942ac07193fb198be426ffa88b9a06666000000000000000000000000000238df,88
306,pmu-5,2026-09-07T04:58:34.6360347Z,1788757126,380000,380000,-11743.965,aa01005800016a9e44860005cc60000042c40250403aa1d142c3fec1403957c842c4000940375db442c4076740372aed42c403da4036fe8342c3eceb40387eda426ff934b85b333300000000000000000000000000054396,88
307,pmu-2,2026-09-07T04:58:34.6360347Z,1788757126,280000,280000,-11643.965,aa01005800016a9e4486000445c0000042ac116d3fb595d442abfc253fadc6be42abfc193fb1b74d42ac0cd23fac482d42ac07373faf302f42abfbba3fb2547c427006c53904a3d700000000000000000000000000084dec,88
308,pmu-1,2026-09-07T04:58:34.6360347Z,1788757127,40000,40000,-12403.965,aa01005800016a9e448700009c40000042480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb426ff861b8a73333000000000000000000000000000a9bf7,88
309,pmu-3,2026-09-07T04:58:34.6360347Z,1788757126,180000,180000,-11543.965,aa01005800016a9e44860002bf20000042b1fb243fdddf9442b209613fe41c3e42b1f6813fdfad6042b206953fe0abaf42b219d33fe65e3742b202c13fe2658b4270094a39971eb800000000000000000000000000035da2,88
310,pmu-4,2026-09-07T04:58:34.6365984Z,1788757125,840000,840000,-11203.402,aa01005800016a9e4485000cd1400000428e092bbf053091428df7bfbef4616a428e0073befbb8eb428e0575bf030125428dfd32bf02135f428e0a53bf00431a426ff752b8a2b852000000000000000000000000000c20d5,88
311,pmu-4,2026-09-07T04:58:34.6365984Z,1788757125,860000,860000,-11223.402,aa01005800016a9e4485000d1f600000429406b8be0bb2174293f2b7bdd5048342940445bde684fe42940228be05e4be4293fae8be0fed7042940639be078cac4270001b3933eb85000000000000000000000000000d2857,88
312,pmu-5,2026-09-07T04:58:34.6818671Z,1788757126,400000,400000,-11718.133,aa01005800016a9e448600061a80000042480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb426ff855b78eb8520000000000000000000000000006a068,88
313,pmu-4,2026-09-07T04:58:34.6818671Z,1788757125,880000,880000,-11198.133,aa01005800016a9e4485000d6d800000429a09063e72271f4299f0fa3e88774f429a06583e88f8e8429a028f3e7620224299f6f03e73696a429a067d3e7ed60b426ffd62b85f0a3d000000000000000000000000000e6df6,88
314,pmu-1,2026-09-07T04:58:34.6818671Z,1788757127,60000,60000,-12378.133,aa01005800016a9e44870000ea60000042540812c03155c54253fe86c0315e8342540325c031041c4254061cc030d1544253f6adc03137b64253f616c0312b00427007d1399e147b000000000000000000000000000bda05,88
315,pmu-3,2026-09-07T04:58:34.6818671Z,1788757126,200000,200000,-11518.133,aa01005800016a9e448600030d40000042b7f960400764df42b80c554009ec1942b7f9654007ca2f42b809c44008768042b814eb400ad06942b7feea4009f6134270071fb831999a00000000000000000000000000041a93,88
316,pmu-2,2026-09-07T04:58:34.6818671Z,1788757126,300000,300000,-11618.133,aa01005800016a9e4486000493e0000042b216873fe532bd42b1f7d23fded67742b1fc6f3fe173c642b20e303fdb79af42b20a473fdfb29f42b1faeb3fe2f6aa426ffc4cb9567ae1000000000000000000000000000920c0,88
317,pmu-5,2026-09-07T04:58:34.6824117Z,1788757126,420000,420000,-11737.588,aa01005800016a9e4486000668a0000042540a1bc030cfde4253f841c03152fb42540156c030e18a4253fb8ac030965342540030c0315b1c425401cdc030df94426ffb993885c28f000000000000000000000000000777ba,88
318,pmu-4,2026-09-07T04:58:34.6824117Z,1788757125,900000,900000,-11217.588,aa01005800016a9e4485000dbba0000042a00d4b3f1de9d1429ff4d23f24c13442a0061d3f2608b142a006e53f1b9e0b429ff77f3f1da7b542a00b803f1f102c426fff693826147b000000000000000000000000000f002f,88
319,pmu-2,2026-09-07T04:58:34.6824117Z,1788757126,320000,320000,-11637.588,aa01005800016a9e44860004e200000042b81636400a8d4142b7f93e4007812442b800e44008c05b42b80ead4005729142b80a5940082f3b42b7fea0400970c74270047a3927851f000000000000000000000000000ad59c,88
320,pmu-1,2026-09-07T04:58:34.6824117Z,1788757127,80000,80000,-12397.588,aa01005800016a9e44870001388000004260031bc019d8bf425ffd31c018d773425ffb65c01859dc42600a18c018ea83425ffaa5c0187f0f425fececc019159342700147b905eb85000000000000000000000000000cb5d7,88
321,pmu-3,2026-09-07T04:58:34.6824117Z,1788757126,220000,220000,-11537.588,aa01005800016a9e448600035b60000042bdfc5d401f3d7042be1082402183dc42bdfd4e401ff32442be0e404020ed4a42be131d4022c4b042bdfa9f4022969642700357b89ae14800000000000000000000000000059935,88
322,pmu-5,2026-09-07T04:58:34.7269097Z,1788757126,440000,440000,-11713.090,aa01005800016a9e44860006b6c00000426013c1c018b7e4425fee71c0193115425ffd7ac0187738425ffec7c01815b2426004c7c019dca3425ffb78c019039f426ffbc7366b851f000000000000000000000000000860f7,88
323,pmu-4,2026-09-07T04:58:34.7269097Z,1788757125,920000,920000,-11193.090,aa01005800016a9e4485000e09c0000042a610ba3f7c24ab42a5f41f3f835b3942a6013e3f83c2b442a603a93f7d495342a5f2b33f7fd66442a6096b3f80b417426ff8a1b90ae14800000000000000000000000000008868,88
324,pmu-3,2026-09-07T04:58:34.7269097Z,1788757126,240000,240000,-11513.090,aa01005800016a9e44860003a980000042c3f767403784eb42c40e964039fd9a42c3f9614037eaab42c411be403987f842c41365403b238442c3f77e403a2f304270014ab828000000000000000000000000000000061837,88
325,pmu-2,2026-09-07T04:58:34.7269097Z,1788757126,340000,340000,-11613.090,aa01005800016a9e448600053020000042be113d4022f79842bdf8084020042742be02224021224942be09d3401d551042be0881401ff8e342bdff5d402108bb426ff961b96347ae000000000000000000000000000b73eb,88
326,pmu-1,2026-09-07T04:58:34.7269097Z,1788757127,100000,100000,-12373.090,aa01005800016a9e4487000186a00000426c0606c001857d426bf89cc000772e426bf7c0c000bc4e426c073cc000b5e5426bf4f2c000966f426bef19c0007aaa427001c637228f5c000000000000000000000000000d0104,88
327,pmu-5,2026-09-07T04:58:34.7717983Z,1788757126,460000,460000,-11688.202,aa01005800016a9e4486000704e00000426c0ac3c0001c1f426be91ec000be88426c0416c000e532426c01eec0002576426bfd0bc0012f0b426bfbbcc0015091426ffabeb7a9999a0000000000000000000000000009e7eb,88
328,pmu-5,2026-09-07T04:58:34.7717983Z,1788757126,480000,480000,-11708.202,aa01005800016a9e448600075300000042780e9abfd008fd4277ef9dbfd273cc4277fd22bfd16cf44277fe73bfcf71004277f374bfd190bf4277f413bfd28b5742700280391ee148000000000000000000000000000a091d,88
329,pmu-4,2026-09-07T04:58:34.7717983Z,1788757125,940000,940000,-11168.202,aa01005800016a9e4485000e57e0000042ac0e333faf875242abf2a53fb4d74f42abfd083fb38dc642ac08483faf2c2e42abf7043fb1041442ac0e263fb063b34270071f3994666600000000000000000000000000013387,88
330,pmu-1,2026-09-07T04:58:34.7717983Z,1788757127,120000,120000,-12348.202,aa01005800016a9e44870001d4c0000042780fc9bfd2cb344277f8e9bfd14b734277f87fbfcff22a42780cd4bfd185a84277ee65bfd106554277ee3bbfd12aa842700183b6ab851f000000000000000000000000000eda41,88
331,pmu-3,2026-09-07T04:58:34.7717983Z,1788757126,260000,260000,-11488.202,aa01005800016a9e44860003f7a0000042480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb4270074338f4a3d70000000000000000000000000007a977,88
332,pmu-2,2026-09-07T04:58:34.7717983Z,1788757126,360000,360000,-11588.202,aa01005800016a9e448600057e40000042c4159f403ae35242c3f6424038395742c3fecb4038c69c42c406fe4035c28842c4066b4037ac3342c4032340390514427005453973851f000000000000000000000000000c2c20,88
333,pmu-4,2026-09-07T04:58:34.7717983Z,1788757125,960000,960000,-11188.202,aa01005800016a9e4485000ea600000042b20a203fdf81ac42b1edca3fe423cc42b1ffe33fe3fc9c42b2098e3fdfdbb342b1fb923fe0bc2b42b209543fdf8e3f427007da376f5c2900000000000000000000000000028006,88
334,pmu-2,2026-09-07T04:58:34.7717983Z,1788757126,380000,380000,-11608.202,aa01005800016a9e44860005cc60000042480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb427005fb3768f5c3000000000000000000000000000d2620,88
335,pmu-3,2026-09-07T04:58:34.7717983Z,1788757126,280000,280000,-11508.202,aa01005800016a9e4486000445c00000425407f8c03182394254033fc03117d4425402f5c03057134254099ac030e0114253f788c0318edd4253f5cbc03191484270055eb81b33330000000000000000000000000008db37,88
336,pmu-1,2026-09-07T04:58:34.7717983Z,1788757127,140000,140000,-12368.202,aa01005800016a9e4487000222e0000042820890bfa3d151428200debfa0f1ea4281fe71bfa0a0a842820897bfa047464281faf4bfa170b94281f458bfa166d3426ffbf7b8e33333000000000000000000000000000fcf72,88
337,pmu-3,2026-09-07T04:58:34.8173953Z,1788757126,300000,300000,-11482.605,aa01005800016a9e4486000493e0000042600b18c0193f79425ffa65c018c352426005b5c017b78d42601004c0185d09425ff954c019a02b425fed73c019f00a4270067237b0a3d70000000000000000000000000009ff24,88
338,pmu-1,2026-09-07T04:58:34.8173953Z,1788757127,160000,160000,-12342.605,aa01005800016a9e448700027100000042880d2abf66661e428801fbbf62a13f4287faaabf62691842880538bf5e038a4287fdf2bf612c914287f94ebf61937e426ff6c9b8d428f600000000000000000000000000006d96,88
339,pmu-2,2026-09-07T04:58:34.8173953Z,1788757126,400000,400000,-11582.605,aa01005800016a9e448600061a80000042540781c0305bb942540794c030860442540369c031850b4254031bc030b2354253fb67c03172394253fc8cc030d782426ffdcab927c28f000000000000000000000000000e3cbb,88
340,pmu-5,2026-09-07T04:58:34.8173953Z,1788757126,500000,500000,-11682.605,aa01005800016a9e44860007a120000042820c4fbf9f07824281f34abfa2169f428201b1bfa0a1db42820372bfa04c604281f7a5bfa247994281fd48bfa226c3426ffd92b8c9eb85000000000000000000000000000bdaf0,88
341,pmu-4,2026-09-07T04:58:34.8173953Z,1788757125,980000,980000,-11162.605,aa01005800016a9e4485000ef420000042b80e98400864e642b7ed4d400a371e42b8003f4009dbcd42b80bbd4007e06542b7f8dc4008011e42b80a3f4007c229426ff90cb997999a0000000000000000000000000003aba9,88
342,pmu-4,2026-09-07T04:58:34.8173953Z,1788757127,0,0,-12182.605,aa01005800016a9e448700000000000042be0de7401ff89842bdede54021d8e242bdfd854021f81942be0b57401f7c8c42bdfb5c4020badf42be0d83401f674e427007823994147b0000000000000000000000000004dfc8,88
343,pmu-5,2026-09-07T04:58:34.8623151Z,1788757126,520000,520000,-11657.685,aa01005800016a9e44860007ef40000042880ef2bf5ce4574287f64ebf658d63428802aabf619c0c4288044abf6094714287fb33bf6450ed4287fc31bf6563aa427005cc39287ae1000000000000000000000000000c422a,88
344,pmu-5,2026-09-07T04:58:34.8630199Z,1788757126,540000,540000,-11676.980,aa01005800016a9e448600083d600000428e137abef8cfbd428df7ebbf053ae1428e01a4bf01f16c428e02fdbefb1662428dfca2bf03889d428dfd73bf057d4742700050b8e0a3d7000000000000000000000000000d5e74,88
345,pmu-3,2026-09-07T04:58:34.8630199Z,1788757126,320000,320000,-11456.980,aa01005800016a9e44860004e2000000426c0853c0013b44426bfd15c0014378426c0e32c0000196426c13d2c000b727426c0054c001db20426be547c0024fba427000d2b8e66666000000000000000000000000000a5d5e,88
346,pmu-4,2026-09-07T04:58:34.8630199Z,1788757127,20000,20000,-12156.980,aa01005800016a9e448700004e20000042c40d944037cbeb42c3ebb1403a703942c3f9904039b6fb42c40bb8403811dc42c3f6cb403859fa42c40a45403739b84270015db8fbae140000000000000000000000000005cc89,88
347,pmu-2,2026-09-07T04:58:34.8630199Z,1788757126,420000,420000,-11556.980,aa01005800016a9e4486000668a0000042600cf8c0188a8c425fff42c018238c42600bc3c0194be2425ffab5c018c048425ffc0ac01986a0425fffe8c018644242700790394828f6000000000000000000000000000f79a9,88
348,pmu-1,2026-09-07T04:58:34.8630199Z,1788757127,180000,180000,-12316.980,aa01005800016a9e44870002bf200000428e0c05bf0816fc428dff3bbf00ea9b428dff27bf01176b428e0637bef8b33d428dfbb7befcae51428dfd8abf0083234270064e399eeb8500000000000000000000000000010ebe,88
349,pmu-3,2026-09-07T04:58:34.8630199Z,1788757126,340000,340000,-11476.980,aa01005800016a9e4486000530200000427801cdbfd358494278016dbfd2968b42780fa4bfcf53fe42780bfcbfd0a2e34277f837bfd26c8c4277e6c4bfd37a8d426ffa31b907c28f000000000000000000000000000bbb5f,88
350,pmu-4,2026-09-07T04:58:34.8630199Z,1788757127,40000,40000,-12176.980,aa01005800016a9e448700009c40000042480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb42480000c0490fdb426ffa22b914147b0000000000000000000000000006b2b2,88
351,pmu-2,2026-09-07T04:58:34.8630199Z,1788757126,440000,440000,-11576.980,aa01005800016a9e44860006b6c00000426c0590c0002fbd426c0766bfffc8ad426c0868c00143ff426bf63bc000761f426bfbfcc00123e0426c0095c0003af1426ff842b99cb8520000000000000000000000000000df9d,88
352,pmu-1,2026-09-07T04:58:34.8630199Z,1788757127,200000,200000,-12336.980,aa01005800016a9e448700030d40000042940f8abe16b2f5429401e8be0121564293fde1be0025da429405b1bded15764293fa5abdf8ee8a4293f8a5bdf07bed427009bd388ca3d70000000000000000000000000002bf78,88
353,pmu-3,2026-09-07T04:58:34.908453Z,1788757126,360000,360000,-11451.547,aa01005800016a9e448600057e4000004282051ebfa262e842820379bfa3015042820676bf9fd17c42820b0dbfa1269942820071bfa3067a4281f24fbfa299b6426ffd44387bd70a000000000000000000000000000c3df3,88
354,pmu-2,2026-09-07T04:58:34.9090676Z,1788757126,460000,460000,-11550.932,aa01005800016a9e4486000704e0000042780fb0bfcf812d42780fa3bfd0223542781289bfd1992c4277fd36bfd19d374277f552bfd243cc427806d7bfd0d174427002aa39551eb80000000000000000000000000001da95,88
355,pmu-1,2026-09-07T04:58:34.9090676Z,1788757127,220000,220000,-12310.932,aa01005800016a9e448700035b600000429a10723e71fddc4299fd4f3e81509a429a00e83e84f516429a04e63e8931c34299fc413e7c0c9e4299f6723e81907e426fffb9b94d1eb80000000000000000000000000003e32e,88
356,pmu-5,2026-09-07T04:58:34.9090676Z,1788757126,560000,560000,-11650.932,aa01005800016a9e448600088b80000042941312bde4c8ac4293f8e7be1ae6044293ffe1be0137214294075dbdfb08cb4293faebbe0b443e4293fa9cbe1baa7d426fffebb70147ae000000000000000000000000000ec46c,88
357,pmu-4,2026-09-07T04:58:34.9090676Z,1788757127,60000,60000,-12150.932,aa01005800016a9e44870000ea6000004253f786c03150d0425405ebc0312cb34253f856c031270d4254082fc0308b914253fb51c0309b4442540754c030a153426fffa238e147ae00000000000000000000000000072d45,88
358,pmu-3,2026-09-07T04:58:34.9545727Z,1788757126,380000,380000,-11425.427,aa01005800016a9e44860005cc600000428806b4bf6519304287ff56bf652c2742880aebbf5cc57142880be1bf603f134288044ebf6323954287f3b8bf6428e8427007c839575c29000000000000000000000000000dc420,88
359,pmu-2,2026-09-07T04:58:34.9545727Z,1788757126,480000,480000,-11525.427,aa01005800016a9e448600075300000042820a4fbf9e05fe42820682bf9ed1dd4282093bbfa14c284281fe4fbfa2709c4281fdbabfa1870f42820195bfa0306a426ff897b94e51ec00000000000000000000000000023075,88
360,pmu-1,2026-09-07T04:58:34.9545727Z,1788757127,240000,240000,-12285.427,aa01005800016a9e44870003a980000042a00f913f1b1cf6429fff803f21957f429ffda83f20dd5b42a0080e3f238dc8429ffa3a3f2147cc429ff2c53f21495b426ff84db91800000000000000000000000000000004eefd,88
361,pmu-3,2026-09-07T04:58:34.9545727Z,1788757126,400000,400000,-11445.427,aa01005800016a9e448600061a800000428e0959bf02f925428e00a5bf046033428e081bbef6643f428e0e41befb4141428e0056bf03a270428df6d2bf05043f426ffa58b989999a000000000000000000000000000ee280,88
362,pmu-5,2026-09-07T04:58:34.9545727Z,1788757126,580000,580000,-11625.427,aa01005800016a9e44860008d9a00000429a17823e83ebdd4299f4253e6688814299fdd63e83e65d429a05863e8252aa4299fe023e7a56264299f8cb3e655ee8427004cf38c851ec000000000000000000000000000fcbb0,88
363,pmu-4,2026-09-07T04:58:34.9545727Z,1788757127,80000,80000,-12125.427,aa01005800016a9e4487000138800000425ffd4cc018e62f426006b5c0198098425ffdbdc0192b7f426001e8c017ebe8425ffc22c018499642600db4c018c7d7426ffa07b8e5999a00000000000000000000000000081db6,88
364,pmu-2,2026-09-07T04:58:34.9551392Z,1788757126,500000,500000,-11544.861,aa01005800016a9e44860007a1200000428808c9bf59af9f428808dbbf5b26a442880bf5bf6131844287f947bf65be854287fa77bf64ae06428804a9bf5e1325426ff977378f5c290000000000000000000000000003062b,88
365,pmu-5,2026-09-07T04:58:34.9551392Z,1788757126,600000,600000,-11644.861,aa01005800016a9e4486000927c0000042a019943f21c71e429ff0463f1ba82142a001ea3f2435e842a0098a3f22a4a6429ffa9e3f1ee7c4429ffc493f179961426ffee5b8f23d710000000000000000000000000000e594,88
366,pmu-1,2026-09-07T04:58:34.9551392Z,1788757127,260000,260000,-12304.861,aa01005800016a9e44870003f7a0000042a60d813f7c990042a5fb263f81e0fd42a5fec83f80757442a6059b3f8181b942a5fe753f821d9a42a5f09b3f811422426ffde338e4cccd0000000000000000000000000005c879,88
367,pmu-4,2026-09-07T04:58:34.9551392Z,1788757127,100000,100000,-12144.861,aa01005800016a9e4487000186a00000426bf8d5c000e768426c0eb5c000e988426bf762c0017112426c047fbffff233426bfb5dc0004a9c426c1635c00054f64270000738f5c28f00000000000000000000000000098cea,88
368,pmu-3,2026-09-07T04:58:35.0012858Z,1788757126,420000,420000,-11418.714,aa01005800016a9e4486000668a0000042940b88be0afe8b4293ff9bbe12729e42940aacbde550dd429411c2bdf1be1f4293fe95be063e0f4293fab0be0e5d27426ff8b7b80570a4000000000000000000000000000fe91b,88
369,pmu-1,2026-09-07T04:58:35.0012858Z,1788757127,280000,280000,-12278.714,aa01005800016a9e4487000445c0000042ac0cc73faf1f4842abfa323fb3505f42abfa5e3fafce3942ac01513fb0f25a42abfde93fb2929942abebba3fb2160e427005c439215c2900000000000000000000000000068c27,88
370,pmu-2,2026-09-07T04:58:35.0012858Z,1788757126,520000,520000,-11518.714,aa01005800016a9e44860007ef400000428e0dd2beedf6e8428e058dbef7c81f428e074abf001ecd428dfa61bf04e235428df774bf0644ee428e0478befc5e51426ffd203895eb850000000000000000000000000004b078,88
371,pmu-4,2026-09-07T04:58:35.0012858Z,1788757127,120000,120000,-12118.714,aa01005800016a9e44870001d4c000004277fce6bfd14cc142780ceebfd069cc4277f377bfd3ba0e4278052bbfcf4b804277f131bfd0102942782062bfd0d03642700874392c8f5c000000000000000000000000000a2d53,88
372,pmu-5,2026-09-07T04:58:35.0012858Z,1788757126,620000,620000,-11618.714,aa01005800016a9e4486000975e0000042a618233f80a60842a5ed383f7bb68442a5ff973f818ef642a609e83f82c09742a5fb303f808f4942a5fa463f7a93d4426ff96db8e000000000000000000000000000000001cc31,88
373,pmu-3,2026-09-07T04:58:35.0486168Z,1788757126,440000,440000,-11391.383,aa01005800016a9e44860006b6c00000429a0f5b3e794bff4299fcca3e720868429a066b3e841342429a159c3e853cdb4299fe903e7866844299fae93e746bc7426ffb3c384e666600000000000000000000000000003059,88
374,pmu-3,2026-09-07T04:58:35.0486168Z,1788757126,460000,460000,-11411.383,aa01005800016a9e4486000704e0000042a011b43f2111e3429ffb633f1f55f342a001a93f21d3db42a018913f22d64c42a000bc3f1ec46c429ffd413f1b74a3427009ec3996666600000000000000000000000000017899,88
375,pmu-1,2026-09-07T04:58:35.0486168Z,1788757127,300000,300000,-12251.383,aa01005800016a9e4487000493e0000042b20dae3fdf092d42b1f9593fe3fdca42b1fae83fdece0c42b203bf3fe0e80b42b1f97d3fe249d442b1ef853fe2e4ad42700929388b0a3d00000000000000000000000000071cce,88
376,pmu-4,2026-09-07T04:58:35.0486168Z,1788757127,140000,140000,-12091.383,aa01005800016a9e4487000222e000004281fcc4bfa18e2f42820448bfa050be4281fdc6bfa34fa8428203f5bf9ff5884281f4a6bfa0783142821180bf9f7368427006a3b814cccd000000000000000000000000000bfd65,88
377,pmu-5,2026-09-07T04:58:35.0486168Z,1788757126,640000,640000,-11591.383,aa01005800016a9e44860009c400000042ac1bff3fb0caed42abee023fae18a242ac03153fb111bb42ac07823fb4251d42abfef13fb018e542abf8763fad7021426ffe3838c451ec00000000000000000000000000025b3c,88
378,pmu-2,2026-09-07T04:58:35.0486168Z,1788757126,540000,540000,-11491.383,aa01005800016a9e448600083d60000042940b0dbdc093294294017dbdef33eb42940a16be03cf1f4293fa11be0de33d4293f796be13f9a7429406f8bdfd4fdd426ff72ab8f428f600000000000000000000000000051da5,88
